Wall time,Step,Value
1626869486.9260206,20100,83.0
1626869515.794071,20200,83.0
1626869544.9425628,20300,83.0
1626869595.1335256,20400,81.31999969482422
1626869634.802021,20500,81.31999969482422
1626869669.0864723,20600,81.31999969482422
1626869703.7300427,20700,80.44999694824219
1626869742.7397792,20800,80.44999694824219
1626869783.441321,20900,79.62999725341797
1626869812.765655,21000,78.7300033569336
1626869847.529587,21100,78.52999877929688
1626869881.6145134,21200,78.52999877929688
1626869910.7162735,21300,78.52999877929688
1626869949.5781195,21400,78.52999877929688
1626869988.3709772,21500,77.7699966430664
1626870027.1549752,21600,77.7699966430664
1626870057.326242,21700,77.7699966430664
1626870087.5260148,21800,76.91000366210938
1626870117.2103066,21900,76.91000366210938
1626870146.433482,22000,76.91000366210938
1626870181.3178663,22100,77.73999786376953
1626870216.1942208,22200,77.73999786376953
1626870250.860596,22300,78.27999877929688
1626870280.3245757,22400,78.27999877929688
1626870309.505138,22500,78.88999938964844
1626870348.5327394,22600,79.7699966430664
1626870387.20382,22700,80.66000366210938
1626870415.9188297,22800,81.52999877929688
1626870451.7761562,22900,80.76000213623047
1626870485.791737,23000,80.76000213623047
1626870519.7472513,23100,80.76000213623047
1626870548.9186916,23200,80.5199966430664
1626870582.969278,23300,81.18000030517578
1626870611.9073083,23400,80.7699966430664
1626870641.1569004,23500,80.7699966430664
1626870675.0941448,23600,80.7699966430664
1626870707.076894,23700,77.54000091552734
1626870741.1206985,23800,76.69999694824219
1626870780.1949797,23900,76.69999694824219
1626870815.0617952,24000,76.3499984741211
1626870848.8513124,24100,76.3499984741211
1626870882.7988265,24200,75.97000122070312
1626870923.401745,24300,75.97000122070312
1626870965.5544386,24400,73.37000274658203
1626871010.0792203,24500,68.58999633789062
1626871050.353608,24600,66.87000274658203
1626871080.1211965,24700,66.83000183105469
1626871115.6279106,24800,64.45999908447266
1626871161.298255,24900,62.56999969482422
1626871189.9412405,25000,62.810001373291016
1626871218.8279698,25100,62.810001373291016
1626871258.0740387,25200,62.810001373291016
1626871291.7732847,25300,62.0
1626871330.6338775,25400,62.0
1626871365.1082847,25500,61.560001373291016
1626871398.8584697,25600,61.560001373291016
1626871427.6902902,25700,62.27000045776367
1626871466.4037573,25800,63.02000045776367
1626871500.423496,25900,63.790000915527344
1626871530.4921288,26000,63.15999984741211
1626871564.7292893,26100,63.15999984741211
1626871593.6053114,26200,64.05999755859375
1626871622.640173,26300,64.88999938964844
1626871661.546018,26400,64.88999938964844
1626871697.0588493,26500,64.62000274658203
1626871726.3135355,26600,64.62000274658203
1626871765.1294415,26700,63.95000076293945
1626871803.9158032,26800,63.95000076293945
1626871837.73413,26900,64.7300033569336
1626871876.9263518,27000,65.62999725341797
1626871917.275065,27100,65.63999938964844
1626871952.8083029,27200,64.77999877929688
1626871992.7355864,27300,63.900001525878906
1626872026.3563483,27400,64.72000122070312
1626872055.4021332,27500,65.62000274658203
1626872109.3375626,27600,65.62000274658203
1626872138.5529797,27700,65.81999969482422
1626872177.2565556,27800,65.81999969482422
1626872216.0727925,27900,65.81999969482422
1626872244.9486375,28000,65.81999969482422
1626872278.835894,28100,66.58000183105469
1626872313.1194522,28200,66.58000183105469
1626872347.145573,28300,66.58000183105469
1626872386.309933,28400,66.58000183105469
1626872420.137756,28500,67.44000244140625
1626872454.0071769,28600,67.44000244140625
1626872492.6524725,28700,67.44000244140625
1626872528.183504,28800,67.44000244140625
1626872563.3284166,28900,67.44000244140625
1626872597.2672107,29000,67.44000244140625
1626872631.303081,29100,67.44000244140625
1626872665.2309537,29200,67.44000244140625
1626872699.0578077,29300,67.44000244140625
1626872733.029769,29400,67.44000244140625
1626872761.5453687,29500,67.44000244140625
1626872795.6022198,29600,67.44000244140625
1626872824.6415207,29700,68.0999984741211
1626872863.7550225,29800,68.94999694824219
1626872892.8785846,29900,69.83000183105469
1626872921.6338022,30000,69.73999786376953
1626873107.97246,30100,69.73999786376953
1626873141.7850518,30200,69.11000061035156
1626873171.1186042,30300,69.19000244140625
1626873200.3089736,30400,69.5999984741211
1626873239.8711808,30500,69.20999908447266
1626873273.9643202,30600,69.20999908447266
1626873302.6770573,30700,69.66999816894531
1626873341.2358918,30800,70.23999786376953
1626873374.945358,30900,71.05000305175781
1626873406.561052,31000,71.91000366210938
1626873438.919693,31100,72.75
1626873473.7204185,31200,72.75
1626873502.9891267,31300,72.75
1626873531.7635522,31400,73.0999984741211
1626873561.6758199,31500,71.75
1626873590.1989949,31600,71.75
1626873619.330341,31700,72.54000091552734
1626873657.765692,31800,73.37999725341797
1626873697.879762,31900,74.31999969482422
1626873727.5478916,32000,74.18000030517578
1626873765.606787,32100,74.3499984741211
1626873804.8917704,32200,74.63999938964844
1626873838.346831,32300,75.31999969482422
1626873871.81869,32400,76.12999725341797
1626873910.274151,32500,77.01000213623047
1626873938.9293523,32600,77.05000305175781
1626873967.5919719,32700,77.9000015258789
1626874001.0503316,32800,78.77999877929688
1626874034.7328568,32900,79.68000030517578
1626874063.401763,33000,78.83999633789062
1626874098.3399343,33100,77.87000274658203
1626874138.2648745,33200,76.63999938964844
1626874172.5258768,33300,75.75
1626874211.9012332,33400,74.86000061035156
1626874245.5109415,33500,74.0999984741211
1626874278.9975088,33600,74.69000244140625
1626874312.667794,33700,74.69000244140625
1626874356.2863274,33800,74.69000244140625
1626874384.51296,33900,74.69000244140625
1626874413.4759386,34000,74.69000244140625
1626874456.9546201,34100,75.20999908447266
1626874490.6132395,34200,75.80000305175781
1626874520.2813513,34300,75.70999908447266
1626874555.602986,34400,74.0199966430664
1626874584.5005276,34500,74.0199966430664
1626874618.2803814,34600,74.87999725341797
1626874651.9398713,34700,74.87999725341797
1626874680.728907,34800,75.72000122070312
1626874710.1233134,34900,75.75
1626874744.5345109,35000,75.76000213623047
1626874772.9913,35100,75.76000213623047
1626874807.1963964,35200,75.76000213623047
1626874835.720171,35300,75.76000213623047
1626874870.6978183,35400,74.91000366210938
1626874900.1551893,35500,74.91000366210938
1626874934.4236667,35600,74.91000366210938
1626874968.9368377,35700,74.02999877929688
1626875004.1050012,35800,73.18000030517578
1626875046.383244,35900,69.69999694824219
1626875086.5332625,36000,68.83000183105469
1626875122.70156,36100,67.08000183105469
1626875152.1885722,36200,67.08000183105469
1626875186.6866162,36300,67.08000183105469
1626875227.9733596,36400,65.30999755859375
1626875259.9268744,36500,63.65999984741211
1626875295.3865352,36600,62.81999969482422
1626875335.1976466,36700,56.790000915527344
1626875379.621466,36800,51.52000045776367
1626875410.2416303,36900,50.619998931884766
1626875450.025006,37000,50.619998931884766
1626875491.1086323,37100,51.439998626708984
1626875527.2499356,37200,51.540000915527344
1626875571.983136,37300,48.880001068115234
1626875607.7853477,37400,46.2400016784668
1626875646.1001644,37500,44.41999816894531
1626875681.385456,37600,44.45000076293945
1626875722.0741673,37700,39.970001220703125
1626875752.4827707,37800,38.18000030517578
1626875786.4689758,37900,35.36000061035156
1626875831.3572068,38000,34.45000076293945
1626875870.772469,38100,30.09000015258789
1626875907.2925436,38200,28.290000915527344
1626875947.0571346,38300,28.290000915527344
1626875986.5248697,38400,25.670000076293945
1626876017.6178877,38500,25.6200008392334
1626876047.1504865,38600,26.510000228881836
1626876087.6111062,38700,26.690000534057617
1626876122.5535343,38800,27.559999465942383
1626876152.6135821,38900,28.399999618530273
1626876185.4044242,39000,26.68000030517578
1626876220.0728948,39100,27.56999969482422
1626876262.2158322,39200,26.690000534057617
1626876299.2742724,39300,26.709999084472656
1626876335.2546406,39400,26.8799991607666
1626876365.1101916,39500,27.6299991607666
1626876394.4441018,39600,28.469999313354492
1626876429.6459599,39700,29.360000610351562
1626876459.8894866,39800,30.25
1626876501.021269,39900,31.3799991607666
1626876541.0745742,40000,31.450000762939453
1626876733.9540472,40100,32.33000183105469
1626876762.7793064,40200,32.529998779296875
1626876806.9901338,40300,33.41999816894531
1626876838.8381095,40400,32.63999938964844
1626876873.148598,40500,32.65999984741211
1626876915.3893025,40600,32.310001373291016
1626876951.5546997,40700,33.31999969482422
1626876980.5066018,40800,33.36000061035156
1626877019.7788658,40900,34.27000045776367
1626877058.3295424,41000,35.18000030517578
1626877092.242497,41100,35.18000030517578
1626877130.8785474,41200,36.04999923706055
1626877170.1092014,41300,36.959999084472656
1626877200.6880398,41400,38.2599983215332
1626877245.4541118,41500,37.54999923706055
1626877382.8621395,41600,38.540000915527344
1626877414.7880456,41700,39.38999938964844
1626877458.1134913,41800,39.349998474121094
1626877487.5091279,41900,39.349998474121094
1626877528.191361,42000,40.18000030517578
1626877569.255187,42100,41.47999954223633
1626877599.5059605,42200,42.369998931884766
1626877638.1929889,42300,41.88999938964844
1626877676.6327295,42400,41.72999954223633
1626877708.250214,42500,42.66999816894531
1626877749.2609017,42600,43.58000183105469
1626877790.6750443,42700,42.709999084472656
1626877827.1494253,42800,43.59000015258789
1626877862.1818204,42900,42.90999984741211
1626877902.6763413,43000,42.90999984741211
1626877933.1451385,43100,43.59000015258789
1626877981.1664648,43200,40.95000076293945
1626878014.081398,43300,40.939998626708984
1626878050.2647455,43400,40.90999984741211
1626878085.2841403,43500,41.810001373291016
1626878116.2214704,43600,42.40999984741211
1626878146.298622,43700,43.27000045776367
1626878175.974834,43800,44.099998474121094
1626878212.6356966,43900,44.040000915527344
1626878257.1050496,44000,40.45000076293945
1626878298.0486221,44100,40.18000030517578
1626878330.9098423,44200,38.439998626708984
1626878363.3456798,44300,38.2599983215332
1626878397.9100685,44400,39.150001525878906
1626878438.8010058,44500,39.150001525878906
1626878482.5809722,44600,40.04999923706055
1626878520.8605692,44700,40.369998931884766
1626878561.211519,44800,41.220001220703125
1626878590.9424107,44900,42.04999923706055
1626878626.2607734,45000,42.09000015258789
1626878665.2925205,45100,40.369998931884766
1626878696.161735,45200,39.54999923706055
1626878727.046473,45300,39.54999923706055
1626878757.2758777,45400,40.209999084472656
1626878787.78629,45500,40.119998931884766
1626878829.1478312,45600,40.040000915527344
1626878870.449297,45700,39.900001525878906
1626878906.1359296,45800,40.849998474121094
1626878936.2386956,45900,41.7599983215332
1626878966.9519463,46000,42.849998474121094
1626879011.7602804,46100,43.7599983215332
1626879047.1141448,46200,44.66999816894531
1626879077.1970365,46300,45.58000183105469
1626879107.860053,46400,46.470001220703125
1626879140.2199843,46500,43.599998474121094
1626879175.6380897,46600,43.599998474121094
1626879205.8297112,46700,44.369998931884766
1626879245.9458635,46800,44.630001068115234
1626879284.0854206,46900,45.630001068115234
1626879324.8931112,47000,46.5099983215332
1626879355.1491768,47100,47.41999816894531
1626879386.6673694,47200,47.43000030517578
1626879421.716951,47300,46.619998931884766
1626879457.2608225,47400,46.7599983215332
1626879488.5026977,47500,47.630001068115234
1626879523.6163774,47600,48.4900016784668
1626879553.9817352,47700,48.4900016784668
1626879584.296724,47800,49.33000183105469
1626879619.8963745,47900,50.15999984741211
1626879666.3667505,48000,51.09000015258789
1626879697.9316628,48100,51.209999084472656
1626879728.2279444,48200,51.209999084472656
1626879768.337388,48300,51.209999084472656
1626879804.544994,48400,52.150001525878906
1626879840.5136151,48500,53.040000915527344
1626879870.9279346,48600,53.060001373291016
1626879901.5567422,48700,54.0
1626879938.3631325,48800,54.90999984741211
1626879973.8598695,48900,50.4900016784668
1626880009.9030428,49000,50.4900016784668
1626880040.3817291,49100,50.52000045776367
1626880085.7824094,49200,51.40999984741211
1626880123.6125693,49300,52.29999923706055
1626880167.1956055,49400,53.22999954223633
1626880210.5963404,49500,54.119998931884766
1626880246.403186,49600,54.119998931884766
