Wall time,Step,Value
1626855158.404132,100,100.0
1626855187.2499,200,100.0
1626855215.9200206,300,100.0
1626855245.232849,400,85.75
1626855273.8684964,500,88.5999984741211
1626855302.750483,600,90.5
1626855331.5522356,700,86.14286041259766
1626855365.671273,800,87.875
1626855401.086719,900,89.22222137451172
1626855435.8338945,1000,90.30000305175781
1626855471.8203857,1100,91.18181610107422
1626855506.27437,1200,91.91666412353516
1626855541.5766814,1300,92.53845977783203
1626855576.373858,1400,93.07142639160156
1626855611.7077408,1500,93.53333282470703
1626855646.383436,1600,93.9375
1626855690.8855674,1700,94.29412078857422
1626855730.3843734,1800,94.61111450195312
1626855760.118353,1900,94.89473724365234
1626855795.2540216,2000,95.0952377319336
1626855834.7483196,2100,95.31818389892578
1626855869.4113798,2200,95.52173614501953
1626855899.7523365,2300,93.75
1626855929.4668264,2400,94.0
1626855964.461718,2500,93.65384674072266
1626856005.0061576,2600,93.88888549804688
1626856044.6051233,2700,94.10713958740234
1626856079.6118202,2800,94.31034851074219
1626856124.344337,2900,94.5
1626856158.9521935,3000,94.67742156982422
1626856198.5521393,3100,94.84375
1626856243.1700048,3200,95.0
1626856272.7319646,3300,95.14705657958984
1626856304.10732,3400,94.33333587646484
1626856333.7799282,3500,94.48648834228516
1626856368.8597112,3600,93.7631607055664
1626856398.8113222,3700,93.92308044433594
1626856429.3307579,3800,94.07499694824219
1626856464.205701,3900,94.21951293945312
1626856509.494262,4000,94.35713958740234
1626856544.5826697,4100,94.48837280273438
1626856574.7804153,4200,94.61363983154297
1626856605.4140618,4300,94.73332977294922
1626856640.7689073,4400,94.84782409667969
1626856675.890962,4500,94.95744323730469
1626856705.6217964,4600,95.0625
1626856745.474953,4700,94.0204086303711
1626856786.0826118,4800,94.13999938964844
1626856826.9307153,4900,93.01923370361328
1626856856.9549248,5000,93.15093994140625
1626856887.078848,5100,93.27777862548828
1626856926.8282118,5200,93.4000015258789
1626856968.2968416,5300,91.03448486328125
1626857004.1936378,5400,91.18643951416016
1626857044.049122,5500,91.33333587646484
1626857078.8967893,5600,91.47541046142578
1626857115.8168488,5700,90.46031951904297
1626857155.4998312,5800,89.4375
1626857185.2940953,5900,89.5999984741211
1626857230.0620086,6000,89.75757598876953
1626857269.965405,6100,89.91044616699219
1626857305.0472026,6200,90.05882263183594
1626857335.1073577,6300,90.20289611816406
1626857374.8924935,6400,90.34285736083984
1626857410.2403708,6500,90.47887420654297
1626857455.0391595,6600,90.61111450195312
1626857495.5864084,6700,90.7397232055664
1626857540.960032,6800,90.8648681640625
1626857571.4260492,6900,90.0131607055664
1626857606.5838792,7000,90.14286041259766
1626857636.3771565,7100,90.26923370361328
1626857666.174145,7200,90.39240264892578
1626857696.0199974,7300,90.51249694824219
1626857741.422522,7400,89.86585235595703
1626857771.5255198,7500,89.98795318603516
1626857811.4121652,7600,90.10713958740234
1626857842.9009378,7700,89.43022918701172
1626857882.76042,7800,89.55172729492188
1626857917.6222904,7900,89.67045593261719
1626857953.083432,8000,89.78651428222656
1626857988.0220013,8100,89.9000015258789
1626858017.8309033,8200,90.010986328125
1626858058.6794693,8300,90.11956787109375
1626858093.569827,8400,90.2258071899414
1626858123.8305936,8500,90.32978820800781
1626858163.700117,8600,90.43157958984375
1626858193.5583708,8700,90.53125
1626858223.8218899,8800,90.62886810302734
1626858264.2741253,8900,90.7244873046875
1626858299.3725553,9000,90.81818389892578
1626858339.6203723,9100,90.91000366210938
1626858369.7153668,9200,90.91000366210938
1626858400.3110945,9300,89.87000274658203
1626858430.3575776,9400,89.83999633789062
1626858476.1783404,9500,89.20999908447266
1626858511.048259,9600,89.61000061035156
1626858541.2555594,9700,89.61000061035156
1626858577.0618021,9800,88.8499984741211
1626858616.9206681,9900,88.8499984741211
1626858656.5985043,10000,88.8499984741211
1626858696.9584339,10100,88.8499984741211
1626858727.0616736,10200,88.20999908447266
1626858762.0261786,10300,88.20999908447266
1626858801.87041,10400,88.20999908447266
1626858831.7220092,10500,88.20999908447266
1626858872.599847,10600,88.20999908447266
1626858903.5431983,10700,87.58999633789062
1626858943.536517,10800,87.6500015258789
1626858988.3530192,10900,87.41000366210938
1626859023.1815226,11000,87.41000366210938
1626859063.0289173,11100,87.87999725341797
1626859103.8885162,11200,87.69000244140625
1626859138.7137516,11300,87.83999633789062
1626859178.522771,11400,87.83999633789062
1626859209.516979,11500,87.16000366210938
1626859239.5840578,11600,87.16000366210938
1626859274.6682918,11700,87.16000366210938
1626859309.4147801,11800,87.16000366210938
1626859339.515563,11900,87.16000366210938
1626859379.4434583,12000,87.16000366210938
1626859410.303913,12100,87.45999908447266
1626859441.0406528,12200,86.68000030517578
1626859471.0794504,12300,87.01000213623047
1626859500.94786,12400,87.01000213623047
1626859530.7936394,12500,87.01000213623047
1626859565.565488,12600,87.01000213623047
1626859596.520749,12700,87.01000213623047
1626859626.7438507,12800,87.01000213623047
1626859656.944251,12900,87.01000213623047
1626859692.0969837,13000,87.01000213623047
1626859721.8350556,13100,87.01000213623047
1626859756.609401,13200,87.01000213623047
1626859791.893606,13300,87.01000213623047
1626859821.668698,13400,87.56999969482422
1626859856.8338387,13500,87.56999969482422
1626859897.4883015,13600,87.56999969482422
1626859932.506763,13700,88.2699966430664
1626859967.778309,13800,88.2699966430664
1626860007.9052954,13900,88.2699966430664
1626860048.1619334,14000,88.2699966430664
1626860088.2022634,14100,88.2699966430664
1626860119.062112,14200,89.01000213623047
1626860153.810163,14300,89.01000213623047
1626860188.6322641,14400,88.47000122070312
1626860221.3238804,14500,87.6500015258789
1626860256.2812402,14600,86.77999877929688
1626860298.3786993,14700,85.9800033569336
1626860329.6337214,14800,85.16000366210938
1626860359.3258417,14900,85.16000366210938
1626860389.166913,15000,85.16000366210938
1626860424.833183,15100,84.41999816894531
1626860454.8108933,15200,84.41999816894531
1626860484.5956912,15300,84.41999816894531
1626860514.5247006,15400,85.25
1626860549.9237983,15500,85.25
1626860584.5937068,15600,85.25
1626860619.4275732,15700,85.25
1626860654.3538003,15800,85.25
1626860689.5237164,15900,85.25
1626860719.2176235,16000,85.97000122070312
1626860759.0719457,16100,85.97000122070312
1626860793.822757,16200,85.97000122070312
1626860829.2412362,16300,85.97000122070312
1626860864.4941137,16400,86.75
1626860894.4642518,16500,86.75
1626860939.308364,16600,86.75
1626860974.239303,16700,86.75
1626861005.948741,16800,86.05000305175781
1626861041.0179746,16900,86.05000305175781
1626861076.2930675,17000,86.05000305175781
1626861106.544363,17100,86.05000305175781
1626861146.4431689,17200,86.05000305175781
1626861181.4955122,17300,86.05000305175781
1626861211.743906,17400,86.05000305175781
1626861247.6277092,17500,86.05000305175781
1626861283.45948,17600,84.83000183105469
1626861318.5693648,17700,84.83000183105469
1626861349.5064232,17800,85.11000061035156
1626861384.527966,17900,85.1500015258789
1626861419.3691702,18000,85.1500015258789
1626861453.9974184,18100,85.77999877929688
1626861489.6487906,18200,85.77999877929688
1626861525.6060088,18300,85.0
1626861555.6412127,18400,85.76000213623047
1626861595.6335537,18500,85.76000213623047
1626861625.2978985,18600,85.76000213623047
1626861655.4790974,18700,85.5199966430664
1626861690.6748452,18800,86.16000366210938
1626861720.830981,18900,86.16000366210938
1626861751.1201477,19000,86.16000366210938
1626861786.8831842,19100,86.16000366210938
1626861826.6442122,19200,86.16000366210938
1626861856.6839554,19300,86.16000366210938
1626861898.233152,19400,85.55999755859375
1626861933.3657236,19500,84.79000091552734
1626861978.7610717,19600,84.69999694824219
1626862008.883731,19700,84.88999938964844
1626862055.4633691,19800,83.16000366210938
1626862091.2142966,19900,83.83999633789062
1626862130.9809818,20000,83.83999633789062
