Wall time,Step,Value
1625646259.5973127,20100,0.0
1625646331.169153,20200,0.0
1625646417.4488509,20300,0.0
1625646489.1953397,20400,0.0
1625646543.7852542,20500,0.0
1625646631.307074,20600,0.0
1625646726.882988,20700,0.0
1625646790.4012532,20800,0.0
1625646873.6727767,20900,0.0
1625646944.2934203,21000,0.0
1625647029.551186,21100,5.0
1625647090.3810701,21200,0.0
1625647174.761598,21300,0.0
1625647242.3857248,21400,0.0
1625647331.499087,21500,0.0
1625647383.6959722,21600,0.0
1625647443.126146,21700,0.0
1625647490.2305532,21800,0.0
1625647580.3316689,21900,0.0
1625647623.657695,22000,0.0
1625647698.089376,22100,0.0
1625647790.6258569,22200,0.0
1625647870.9193146,22300,0.0
1625647964.3749874,22400,0.0
1625648050.5211697,22500,0.0
1625648139.39544,22600,0.0
1625648212.6608078,22700,0.0
1625648303.0546613,22800,0.0
1625648392.2055032,22900,0.0
1625648465.1855738,23000,0.0
1625648508.095781,23100,0.0
1625648594.161186,23200,0.0
1625648649.8982005,23300,0.0
1625648721.0867186,23400,0.0
1625648784.7986639,23500,0.0
1625648868.2354193,23600,0.0
1625648954.454863,23700,0.0
1625649047.0924304,23800,0.0
1625649137.1417441,23900,0.0
1625649220.7604156,24000,0.0
1625649316.5328395,24100,0.0
1625649411.3300617,24200,1.0
1625649515.7472885,24300,0.0
1625649594.0358884,24400,0.0
1625649661.5713596,24500,0.0
1625649756.648738,24600,0.0
1625649849.4710915,24700,0.0
1625649940.9520597,24800,0.0
1625650036.2318797,24900,0.0
1625650133.709777,25000,0.0
1625650230.2001984,25100,0.0
1625650314.675946,25200,0.0
1625650407.409579,25300,0.0
1625650499.506962,25400,0.0
1625650599.1370249,25500,0.0
1625650689.5827267,25600,0.0
1625650788.1379387,25700,0.0
1625650882.2659194,25800,0.0
1625650975.21675,25900,0.0
1625651059.7242637,26000,0.0
1625651134.688594,26100,0.0
1625651228.86114,26200,0.0
1625651325.1686544,26300,0.0
1625651427.4753578,26400,0.0
1625651529.9605117,26500,0.0
1625651629.5701742,26600,0.0
1625651725.9734044,26700,0.0
1625651828.216276,26800,0.0
1625651926.0983634,26900,0.0
1625652023.521659,27000,0.0
1625652113.3355148,27100,0.0
1625652217.44014,27200,0.0
1625652317.1331031,27300,0.0
1625652414.9905167,27400,0.0
1625652518.4192286,27500,0.0
1625652588.9349246,27600,0.0
1625652678.8653927,27700,0.0
1625652764.602365,27800,0.0
1625652858.8973825,27900,0.0
1625652965.050383,28000,0.0
1625653063.055889,28100,0.0
1625653163.0885756,28200,0.0
1625653270.1074824,28300,0.0
1625653368.1362016,28400,0.0
1625653471.1017458,28500,0.0
1625653577.364712,28600,0.0
1625653660.6352775,28700,0.0
1625653756.525492,28800,0.0
1625653854.8498435,28900,0.0
1625653950.5629861,29000,2.0
1625654047.2154672,29100,0.0
1625654147.9388206,29200,0.0
1625654253.6831045,29300,0.0
1625654361.9301174,29400,0.0
1625654466.1966305,29500,0.0
1625654574.1425254,29600,0.0
1625654681.8091125,29700,0.0
1625654780.440712,29800,0.0
1625654888.7156458,29900,0.0
1625654994.6488562,30000,0.0
