,ct,el,er,t
0,0.0,0.0,0.0,1.5925486087799072
1,0.0,100.0,-21.68386473789161,57.42199683189392
2,0.0,100.0,-17.101884507569128,108.27692174911499
3,0.0,100.0,-17.096073824110654,161.38583874702454
4,0.0,100.0,-16.752208505149063,209.31603860855103
5,0.0,100.0,-19.90034958212474,266.2239909172058
6,0.0,100.0,-16.52942259665392,322.4277868270874
7,0.0,100.0,-17.20702857762486,382.31940507888794
8,0.0,100.0,-17.453509961325594,469.65292859077454
9,0.0,100.0,-17.440654186970175,524.1559960842133
10,0.0,100.0,-17.027468854766607,576.6260571479797
11,0.0,100.0,-17.057663420979384,625.9948406219482
12,0.0,100.0,-17.25698073800836,690.1041882038116
13,0.0,100.0,-15.0738175826444,746.330807685852
14,0.0,100.0,-16.080246581414986,797.6581995487213
15,0.0,12.0,14.365907324793001,805.8322987556458
16,0.0,100.0,-15.78711870736069,857.2340505123138
17,0.0,100.0,-17.27617803008844,909.5253241062164
18,0.0,100.0,-15.187364752512996,965.711615562439
19,0.0,18.0,13.074750662964556,977.8194732666016
20,0.0,14.0,14.573295610611629,986.8049087524414
21,0.0,100.0,-15.713911178214241,1037.8587100505829
22,0.0,55.0,5.620574484342511,1069.2230944633484
23,0.0,18.0,13.177604194907039,1082.7675020694733
24,0.0,100.0,-17.19064501994818,1138.2919919490814
25,0.0,100.0,-14.226488492135964,1206.3531062602997
26,0.0,100.0,-16.548757061222616,1263.719850063324
27,0.0,100.0,-17.951584846028204,1316.056786775589
28,0.0,14.0,14.116270290628657,1325.3688673973083
29,0.0,100.0,-18.521625513104674,1371.7207038402557
30,0.0,100.0,-16.742938619125127,1429.4190707206726
31,0.0,100.0,-18.96543610480697,1475.786987543106
32,0.0,100.0,-20.00062043793538,1542.5930621623993
33,0.0,13.0,14.24240690720265,1551.0750620365143
34,0.0,100.0,-19.78075048293493,1616.3419969081879
35,0.0,100.0,-20.736280014614145,1667.9957525730133
36,0.0,82.0,0.25309020409668115,1722.4724850654602
37,0.0,100.0,-17.66064369992042,1772.2819712162018
38,0.0,22.0,12.17946077928075,1790.708568572998
39,0.0,100.0,-17.919261579357254,1848.4093790054321
40,0.0,9.0,14.825140060863973,1856.6842727661133
41,0.0,63.0,4.303528358268422,1889.2820854187012
42,0.0,21.0,13.684456561547298,1904.4609875679016
43,0.0,100.0,-19.948241748274214,1970.2960708141327
44,0.0,43.0,8.26417298731401,1998.8691847324371
45,0.0,50.0,6.538111734422187,2026.9434814453125
46,0.0,20.0,12.931971771042644,2045.5420670509338
47,0.0,36.0,10.596731635271695,2065.1312079429626
48,0.0,20.0,12.720034559443073,2078.9682579040527
49,0.0,100.0,-18.726644555024325,2137.3404281139374
50,0.0,16.0,13.949127156596843,2146.687230825424
51,0.0,18.0,14.008206969317007,2160.6614351272583
52,0.0,100.0,-15.045148952972632,2219.328612089157
53,0.0,9.0,14.7964403985223,2225.2722330093384
54,0.0,100.0,-23.697044242234607,2287.3598444461823
55,0.0,100.0,-16.74294336542195,2339.4561302661896
56,0.0,100.0,-23.56513706206075,2399.7321496009827
57,0.0,17.0,13.347522421187755,2412.392601966858
58,0.0,20.0,12.57286078604589,2425.5712234973907
59,0.0,14.0,14.06126317321536,2441.00492978096
60,0.0,15.0,13.660345443676205,2450.7808108329773
61,0.0,100.0,-17.47510437700338,2495.284430742264
62,0.0,10.0,14.767402193960516,2503.741517305374
63,0.0,100.0,-15.260628055677566,2555.771760225296
64,0.0,26.0,11.574345733980536,2570.822906970978
65,0.0,15.0,13.880209019006076,2580.348982810974
66,0.0,34.0,9.975427580820197,2602.6541533470154
67,0.0,11.0,15.53580586098472,2610.0524530410767
68,0.0,100.0,-14.003103874213812,2663.8714060783386
69,0.0,9.0,15.15012919497683,2671.3656129837036
70,0.0,100.0,-16.662020297092724,2724.0540471076965
71,0.0,11.0,14.55422084761176,2731.584806919098
72,0.0,15.0,13.80954814139616,2745.7511060237885
73,0.0,100.0,-17.864292540666927,2801.3958835601807
74,0.0,42.0,8.337092820777867,2823.417242050171
75,0.0,11.0,14.607476215710658,2831.5047283172607
76,0.0,100.0,-15.537825719513318,2883.5850903987885
77,0.0,16.0,13.674921120489653,2892.6608560085297
78,0.0,48.0,7.395199967833368,2919.665147781372
79,0.0,100.0,-16.416849456481838,2965.814875602722
80,0.0,28.0,11.054007545003032,2982.472390651703
81,0.0,100.0,-22.910781251796777,3035.734756231308
82,0.0,10.0,14.56841792864869,3045.3961663246155
83,0.0,9.0,15.098338224291169,3052.3423986434937
84,0.0,87.0,-0.7790119280229622,3104.9199464321136
85,0.0,29.0,10.760737180272415,3124.7891681194305
86,0.0,100.0,-17.118005004718288,3180.367723941803
87,0.0,9.0,15.027986703674125,3187.6289653778076
88,0.0,100.0,-14.466429828782239,3237.3513157367706
89,0.0,100.0,-18.477130176329446,3282.761721611023
90,0.0,10.0,15.314409971284016,3290.2874603271484
91,0.0,26.0,11.821521613113415,3305.0315930843353
92,0.0,100.0,-18.503039086865222,3360.3809814453125
93,0.0,79.0,1.1456827761136719,3413.8652336597443
94,0.0,34.0,10.437663896768774,3435.9122698307037
95,0.0,37.0,9.523790623294971,3457.432651281357
96,0.0,13.0,14.377434520779257,3465.7435529232025
97,0.0,17.0,13.38199824001049,3477.8471252918243
98,0.0,19.0,13.578080156157231,3495.3692278862
99,0.0,44.0,8.718005970194373,3523.2443268299103
100,0.0,17.0,13.413858488261287,3534.0749111175537
101,0.0,43.0,8.6836836722402,3556.683974504471
102,0.0,100.0,-16.978398037112733,3615.771909236908
103,0.0,53.0,6.2832694299591765,3645.7263326644897
104,0.0,46.0,7.791941800786814,3671.612368583679
105,0.0,100.0,-18.13412594288287,3728.192167043686
106,0.0,8.0,14.99722695012034,3734.2905428409576
107,0.0,82.0,1.1086206710000912,3788.6681094169617
108,0.0,100.0,-20.14560311539366,3844.7298362255096
109,0.0,12.0,14.287280197907343,3852.2463030815125
110,0.0,100.0,-17.85190068244654,3906.549889564514
111,0.0,36.0,9.497221803464559,3926.3953008651733
112,0.0,8.0,15.79976941700967,3932.2018463611603
113,0.0,15.0,14.009921890868599,3946.8217005729675
114,0.0,100.0,-14.571567173949857,4001.0491273403168
115,0.0,11.0,15.747281925204437,4010.481656074524
116,0.0,35.0,10.480119854511516,4029.6832795143127
117,0.0,29.0,11.50748385146855,4044.7606549263
118,0.0,10.0,15.275027231818596,4052.18673992157
119,0.0,100.0,-18.305476784159694,4101.734942913055
120,0.0,37.0,9.611562203747289,4123.706882953644
121,0.0,74.0,2.7775269758061185,4167.89520573616
122,0.0,11.0,15.015192734420994,4175.824235677719
123,0.0,8.0,15.360453047026837,4182.090567588806
124,0.0,20.0,13.2029156691665,4194.537667751312
125,0.0,8.0,15.286316493945144,4200.9083161354065
126,0.0,50.0,6.938830533083841,4228.678260564804
127,0.0,33.0,10.282039593951929,4249.996443271637
128,0.0,29.0,11.235995980624624,4269.128651380539
129,0.0,99.0,-2.074514858722649,4320.956214427948
130,0.0,12.0,14.758021820955648,4329.369569063187
131,0.0,100.0,-20.66416544791144,4386.6524612903595
132,0.0,100.0,-17.209376870189303,4453.482942342758
133,0.0,13.0,15.032146664728032,4464.755972862244
134,0.0,14.0,15.202541600233502,4475.220147848129
135,0.0,42.0,8.169427658794563,4498.023701906204
136,0.0,18.0,13.792897843033534,4508.507368326187
137,0.0,11.0,15.458726058139739,4517.357239246368
138,0.0,61.0,4.817016369634851,4555.203775167465
139,0.0,75.0,2.2586112301742407,4592.960695266724
140,0.0,10.0,15.279100094762965,4603.324119567871
141,0.0,100.0,-18.348891990611023,4656.659974813461
142,0.0,12.0,14.414416509152584,4665.798445224762
143,0.0,9.0,14.97614971239965,4672.7581441402435
144,0.0,15.0,13.602748205705947,4686.01426243782
145,0.0,6.0,9.248292068227109,4689.888075351715
146,0.0,100.0,-17.080758525249642,4747.023604393005
147,0.0,100.0,-16.55921874218638,4796.890656709671
148,0.0,8.0,14.99075964006433,4802.658997297287
149,0.0,11.0,15.004071818153523,4814.041664838791
150,0.0,22.0,12.831798047671175,4831.787477493286
151,0.0,9.0,15.557632132688443,4838.639143705368
152,0.0,86.0,-0.1412360756081359,4881.109209537506
153,0.0,88.0,-0.5516758208575165,4932.729439735413
154,0.0,87.0,-0.5375139891500158,4986.697159528732
155,0.0,56.0,5.425217831994732,5027.439792633057
156,0.0,26.0,12.155337684832535,5050.564069986343
157,0.0,12.0,14.55645671588142,5060.200391054153
158,0.0,14.0,14.156416031638624,5072.459437847137
159,0.0,10.0,15.00207559905854,5079.062846183777
160,0.0,49.0,6.85879727376311,5110.799058198929
161,0.0,13.0,15.108520644933987,5121.880765676498
162,0.0,100.0,-13.278731780082339,5181.6077625751495
163,0.0,73.0,2.1722296584029994,5224.588267087936
164,0.0,13.0,14.89258650897343,5232.186143398285
165,0.0,8.0,15.720615952272247,5239.134766101837
166,0.0,19.0,13.961474770917345,5252.289115667343
167,0.0,39.0,9.442451920348581,5278.954794645309
168,0.0,49.0,7.007245973764459,5307.386159896851
169,0.0,15.0,13.753811237838791,5317.908495903015
170,0.0,100.0,-17.026547527346807,5387.690909385681
171,0.0,9.0,15.833600706488356,5394.872923374176
172,0.0,21.0,14.495659997074995,5415.175888061523
173,0.0,100.0,-20.668190786573113,5462.373795032501
174,0.0,11.0,14.739980716713163,5473.212778329849
175,0.0,21.0,13.499634791390257,5496.337657690048
176,0.0,85.0,0.23987654804251157,5545.653599023819
177,0.0,100.0,-15.042535941356585,5607.278212785721
178,0.0,100.0,-17.1166828222071,5673.296313524246
179,0.0,8.0,16.326926795903375,5679.10017991066
180,0.0,8.0,15.601343298414855,5685.795161485672
181,0.0,11.0,16.10952472765411,5693.358172416687
182,0.0,8.0,15.25306635247458,5699.7812514305115
183,0.0,16.0,14.094124997879533,5709.0025000572205
184,0.0,45.0,7.882037961709849,5738.220852613449
185,0.0,100.0,-21.068310884330767,5779.192373037338
186,0.0,31.0,10.353518839064852,5801.731938123703
187,0.0,45.0,8.740097311721646,5825.164466381073
188,0.0,8.0,15.892636319034075,5832.894328594208
189,0.0,9.0,15.301626538249923,5839.280784130096
190,0.0,9.0,15.47515768744017,5846.63857126236
191,0.0,12.0,15.463504135112512,5857.165725946426
192,0.0,48.0,7.845357875753978,5904.693612337112
193,0.0,83.0,1.0556054180438466,5950.417742490768
194,0.0,30.0,11.626702036443646,5973.4403829574585
195,0.0,15.0,13.759127657453444,5987.2696442604065
196,0.0,46.0,7.558605108768333,6016.038151025772
197,0.0,29.0,10.985970261267978,6031.939020872116
198,0.0,32.0,10.365527943088686,6050.259894609451
199,0.0,16.0,15.318413827693679,6060.395202636719
200,0.0,15.0,13.943216677189586,6071.0585289001465
201,0.0,19.0,13.048361144584458,6085.563111066818
202,0.0,23.0,12.447154422885626,6099.417167901993
203,0.0,12.0,14.35924667879128,6106.814804077148
204,0.0,100.0,-16.144495349663288,6155.724636077881
205,0.0,8.0,15.181285289149923,6161.3821144104
206,0.0,100.0,-16.914370931013305,6219.72621178627
207,0.0,28.0,11.404965073713287,6237.418046474457
208,0.0,100.0,-14.425968471239194,6292.8386607170105
209,0.0,13.0,14.943150432551525,6303.359048604965
210,0.0,10.0,14.524762730045595,6311.070765256882
211,0.0,10.0,14.93937996122947,6318.473525762558
212,0.0,20.0,12.627295805035045,6333.573686122894
213,0.0,8.0,15.33773890014148,6339.448532819748
214,0.0,43.0,8.404539223043265,6363.569188833237
215,0.0,100.0,-15.178419171747667,6413.208318948746
216,0.0,18.0,13.040834763678962,6425.325292110443
217,0.0,23.0,12.48341850524682,6442.534273386002
218,0.0,11.0,15.144629561634876,6450.248197317123
219,0.0,17.0,13.239722746175856,6464.422474622726
220,0.0,100.0,-16.894781690195547,6515.644886732101
221,0.0,100.0,-17.153157340763183,6570.211668252945
222,0.0,8.0,14.995657378777734,6576.842946052551
223,0.0,68.0,3.3267694391036837,6609.993062019348
224,0.0,9.0,15.848634473750462,6616.309916496277
225,0.0,35.0,9.670301065249705,6635.723267316818
226,0.0,9.0,15.849721017375504,6644.273134231567
227,0.0,12.0,14.492916694914468,6651.676977396011
228,0.0,12.0,14.51289648691137,6660.18768954277
229,0.0,13.0,15.28297141173703,6667.928591012955
230,0.0,8.0,15.222221260824186,6674.315134048462
231,0.0,8.0,15.182317492267266,6680.204908847809
232,0.0,16.0,13.76225738731047,6693.20187163353
233,0.0,25.0,12.791902799114837,6714.029001951218
234,0.0,19.0,13.21893248249339,6728.494337320328
235,0.0,33.0,11.565223720918908,6749.239321470261
236,0.0,18.0,13.163668188713167,6762.55513882637
237,0.0,8.0,15.102790681323551,6768.911623954773
238,0.0,8.0,15.768753531838033,6774.9231107234955
239,0.0,23.0,12.748875911232748,6787.382976293564
240,0.0,8.0,15.966140343770228,6792.990569353104
241,0.0,18.0,13.348313037637965,6803.847397565842
242,0.0,9.0,15.420725679008092,6811.099392414093
243,0.0,7.0,15.15616750253291,6816.623543739319
244,0.0,20.0,12.556498620527458,6830.331634283066
245,0.0,68.0,4.119463556229644,6863.835044145584
246,0.0,8.0,15.400067878700973,6879.929836988449
247,0.0,8.0,14.967588517560612,6887.930596828461
248,0.0,100.0,-14.15005775950042,6940.588764667511
249,0.0,9.0,16.390206175366043,6947.482741117477
250,0.0,29.0,11.073366299451548,6964.686074495316
251,0.0,100.0,-15.213942428438548,7023.429972410202
